0,1,2
213.742142,338.251129,429.562744
248.397034,296.894196,499.614227
286.900665,40.797485,408.759674
157.764557,77.291245,113.64061
97.780617,274.542328,392.068573
119.853508,416.490051,183.972778
176.400299,254.519272,336.55304
278.238953,291.692291,205.339676
325.999634,452.527954,144.360168
80.245712,223.140289,217.311508
43.950382,126.173576,13.871494
312.776184,69.407227,274.470795
338.826752,235.90596,237.145157
222.158997,46.219547,125.796944
167.696274,267.325409,287.731964
355.628113,3.922887,162.81369
188.338348,57.204231,408.731964
384.554474,145.454773,167.972977
188.621826,465.065186,140.185287
472.265106,253.871155,10.222536
196.691803,218.033691,423.870392
340.303925,313.560913,253.035736
180.976852,374.4198,135.545807
262.186981,48.496983,62.081684
452.145416,207.372726,173.908691
129.572556,446.269714,209.162201
175.338547,319.170227,214.381027
65.058693,16.326963,245.089233
86.925751,479.178772,64.027328
133.78627,89.439995,42.311958
287.319916,488.060486,260.085175
338.300934,302.846344,155.410095
506.694305,122.899948,498.793457
305.283417,381.160278,500.448608
146.605423,308.50528,16.074873
361.476929,122.348526,162.695602
11.819798,341.57193,339.694458
384.269867,308.006165,137.221954
200.743881,439.66629,202.984192
121.109772,213.222672,472.288208
487.129028,189.733551,11.355232
94.7901,84.882362,485.6315
350.132477,103.769814,434.53421
117.365814,238.351059,332.838501
401.483398,45.985977,408.11911
410.512909,204.200531,260.729431
302.483337,480.760406,333.587646
368.269531,191.302353,192.4021
90.939209,134.085541,108.994278
480.611023,392.088226,51.691158
297.475647,235.680542,436.545776
394.696625,330.007904,408.665924
5.376369,443.688324,132.655396
135.808685,4.703039,223.088257
296.93399,79.765938,143.522552
440.399078,315.216461,376.841888
200.965866,57.532898,113.426689
108.124603,368.132202,275.714996
185.938828,439.658783,390.788452
239.583969,121.439369,409.938721
449.423096,367.767456,131.308228
393.833191,388.1698,254.358856
345.722473,55.605133,485.96463
168.368149,500.523102,258.499786
407.313721,116.680519,474.158447
22.466827,14.501903,270.357635
97.645599,489.517426,338.264587
330.105835,494.421295,282.621735
24.497692,69.964035,498.193329
303.591003,337.96579,346.483948
300.638977,256.878723,283.65741
15.945217,263.827057,229.512421
62.727047,462.441589,91.577049
355.565674,214.799683,197.118057
477.868652,459.07666,438.996521
26.71064,32.281055,449.7901
104.381081,20.973425,251.999222
361.282776,259.277527,141.403625
224.545334,181.750961,344.242493
324.411499,285.696167,211.763412
122.635902,49.975101,203.442444
257.213165,301.408051,311.645264
130.277893,313.829681,359.20282
271.621155,341.123291,84.960213
78.250298,284.101471,181.211319
81.740433,126.696404,373.13504
167.022217,381.22464,16.759109
450.970032,359.737701,215.456528
257.018097,376.275848,60.04644
29.401533,427.466858,458.047607
374.34137,19.088999,369.857025
33.77906,303.002594,500.359406
408.52771,233.540649,462.151215
335.24704,119.599594,72.916328
10.965788,498.892426,429.53833
11.110619,349.569153,358.827118
102.167496,62.624744,7.170983
165.495483,154.110428,294.468964
59.487644,6.472648,442.87558
268.431061,390.58075,481.227417
54.76759,363.830353,376.316376
56.548759,94.311752,486.513397
172.397095,197.160522,502.396179
124.907501,213.013168,140.632904
392.581696,162.455597,298.041565
182.720505,20.89584,449.657532
333.063538,492.950134,116.393028
388.866028,80.298622,263.180084
60.808571,100.695831,128.022446
271.5578,407.137177,387.031586
443.049652,511.490936,432.320282
155.386078,102.140259,72.194939
498.365143,21.048382,407.533539
320.681824,453.344666,267.2146
19.185108,59.39822,135.879135
113.529121,327.149658,65.130508
499.642761,89.03688,198.886215
188.34964,293.661926,60.448223
506.547607,488.319672,95.131104
411.43512,35.157448,444.069336
435.44751,287.852905,191.083405
112.4011,506.281342,482.674011
421.17038,243.854538,416.385559
253.726257,19.075274,126.633247
163.807098,252.515549,181.133026
30.636585,416.795776,266.820892
349.695343,283.355591,417.711212
317.313141,423.537109,327.977234
239.585922,425.575012,224.134979
390.880188,417.208496,206.213104
451.091522,468.764038,153.861557
63.704868,140.268448,237.236496
349.551849,354.28418,56.797871
155.273743,68.674225,19.520863
471.914795,69.581627,8.663343
466.259094,411.123047,117.5784
454.476044,447.225372,225.970337
219.169754,426.969452,40.448067
45.990482,419.478638,358.207977
372.183441,81.215576,428.281677
224.553894,218.940628,407.886475
79.379074,73.499474,257.934082
503.674255,382.594299,240.133118
111.717934,91.305717,265.662201
187.914261,79.225182,164.517593
261.674011,246.419159,466.06842
144.163055,326.509674,83.135048
494.103394,496.872864,370.017609
419.861877,300.009369,55.828667
145.281189,132.32019,66.625305
143.788773,20.122021,453.165283
150.519043,463.608887,132.291885
231.578751,221.169403,161.969604
226.936661,69.473206,338.646576
303.210358,201.92952,465.83252
33.109261,351.716858,446.465088
468.846344,256.456451,127.096039
92.984665,268.986389,274.336121
323.089264,250.385681,266.351959
372.634674,483.710632,156.911484
121.294685,439.30368,134.337402
134.928772,208.483719,265.852112
274.960693,104.004395,272.053192
213.740677,15.563216,320.410919
410.213806,413.22226,197.461182
185.33345,73.177147,281.610168
376.185303,359.198486,429.482452
444.495575,316.934814,316.996429
94.512123,117.825676,250.311707
310.531006,452.374084,313.706085
179.444885,128.448135,224.696655
483.528015,384.443451,191.269043
450.379028,27.893867,434.452698
274.791077,207.78157,44.825508
359.100403,164.970535,426.734375
346.656219,91.078499,467.152588
503.098969,380.414246,265.983032
509.18161,455.68808,196.680542
424.896576,376.725677,224.839096
118.413162,438.968323,454.664459
13.60329,406.00354,447.975494
58.608269,253.69101,377.324707
202.868317,182.156464,427.779327
184.491806,131.994232,464.631165
169.531982,464.751678,160.042725
8.439747,392.986877,36.833981
194.259277,83.170181,216.753265
477.770844,50.45182,7.679564
115.962486,317.901184,24.48843
85.117493,288.803833,345.15274
235.129089,430.765076,118.120377
261.83609,392.174133,508.536713
432.267456,340.813293,121.73912
282.821075,473.407837,112.38591
337.161621,53.618912,202.775635
238.374252,61.69714,337.541901
104.676872,203.264481,311.941895
92.989998,143.141006,44.99984
148.486832,261.287811,19.382158
14.56004,160.126953,436.697449
262.374512,436.231354,405.804504
121.233978,506.205017,0.312256
33.246559,484.670197,447.207977
102.104889,55.239563,291.661377
14.784184,50.318878,400.156738
460.059204,378.067932,72.745522
379.855469,226.573776,268.065704
209.955048,355.197113,482.385468
195.28894,201.75267,114.732025
365.363617,3.995537,77.001625
12.046748,232.609314,201.391968
300.881836,305.80722,478.741241
102.405807,103.263115,298.665344
467.111969,496.740936,6.516194
3.063141,188.864075,220.935165
352.081696,76.472092,114.280746
274.800446,374.453217,411.349335
325.268402,310.795715,428.031586
308.78241,355.074463,17.556423
41.976387,176.131546,93.959045
75.717033,329.355896,140.735733
470.252167,99.936951,419.897247
488.397614,63.932041,511.773193
182.032135,345.976196,64.348289
102.975616,129.741638,115.58844
439.161194,503.394958,295.313141
354.822601,217.83786,380.952942
20.297001,511.688721,487.619598
466.569427,17.272266,176.768448
329.062378,332.095825,282.988251
367.5867,82.586807,155.520264
150.202362,283.631195,495.912842
405.018616,179.12001,446.802399
114.066277,21.264704,19.548424
37.40358,499.162018,244.525513
493.565491,142.968842,269.273743
24.814869,229.792801,265.739502
227.664276,466.445984,72.624535
123.553864,443.989441,119.691574
409.430603,401.268768,157.119125
379.450867,32.108166,329.544189
396.199463,385.478699,456.521729
187.456909,476.392975,32.263241
376.304108,277.450317,29.007782
230.396194,220.823273,39.567982
475.59198,423.440186,137.725876
422.410553,428.242767,99.676086
202.46904,447.102417,187.58847
243.795364,58.572613,229.084229
230.162048,130.787766,303.149567
426.518829,492.778778,115.588432
115.132149,273.950623,92.803108
316.760071,492.684418,353.500519
462.478607,154.442841,97.625656
441.673767,371.486176,196.437195
240.470337,363.116577,300.113739
268.684937,456.153046,39.063538
298.496796,358.289124,133.13446
338.756622,391.707245,364.340515
269.86795,3.293274,178.951202
301.825714,331.063629,375.326355
183.885605,355.941864,323.819977
156.681046,159.78273,192.631989
173.618881,204.367798,14.848602
96.245934,501.72467,156.232162
35.093826,441.755432,14.614673
320.267487,104.786224,407.405518
20.807104,281.725159,31.893276
445.276306,75.531418,483.18924
333.850647,246.892242,368.912476
102.009315,497.366394,281.061462
330.815979,35.463047,340.457581
137.005371,411.704102,29.9084
218.148804,326.689362,223.824326
155.372208,352.497467,104.092857
35.835556,472.531311,329.322662
281.630341,231.309372,160.361954
499.19342,123.682518,484.825073
44.068966,224.006592,133.565765
204.712631,104.977333,409.036743
272.131958,220.327179,28.165541
254.405563,215.013245,27.782198
162.496094,124.559898,192.595245
0.079651,277.320526,19.33333
251.203903,208.105667,150.229889
193.861053,107.963448,477.675354
358.347107,340.251495,422.532898
375.131165,269.153442,14.697176
292.80365,496.177887,41.111805
335.881073,326.585541,137.070755
349.271729,26.844519,430.140869
266.09082,333.919464,32.875786
430.848206,450.115021,46.960011
229.507874,271.697357,396.80072
196.302643,416.71344,65.583817
423.100952,94.285439,242.728119
483.295502,308.992035,133.545425
249.459366,429.237061,508.637909
280.21286,316.07132,174.159592
170.257538,279.230194,424.574371
81.307823,78.535583,503.572906
17.347723,493.81015,284.680206
240.887253,227.494217,338.073273
458.735779,303.921783,120.725624
158.663559,233.962067,376.785889
304.965485,125.452477,191.864441
266.946381,368.723694,26.976851
491.863312,143.61853,151.876343
179.295868,78.751572,84.116203
488.784393,154.48082,500.823639
475.328979,124.849274,285.691406
19.167643,47.52953,229.83374
149.38681,145.336136,151.053085
12.600153,295.727692,472.872955
391.371674,86.879311,215.45488
151.817413,323.087524,164.49411
266.349121,256.467316,339.234436
478.351562,324.033875,253.974289
460.565979,113.338753,335.277771
270.747711,268.784851,298.854431
508.128937,172.907928,182.499496
102.830376,185.142838,387.52713
114.219437,486.777252,78.494698
399.890106,276.457092,370.581482
438.16861,161.957809,174.299942
375.292145,319.974396,377.696259
45.453255,499.525085,111.472893
370.492889,105.545425,353.499878
188.649475,107.365677,221.274353
380.963013,400.793213,229.634888
2.466015,209.37764,272.224274
149.00708,83.32196,116.749275
211.974213,59.857117,79.503906
312.643585,339.352112,37.472061
343.786865,14.853481,55.155167
363.992554,399.35849,90.215103
299.365051,351.382843,507.41333
415.592316,162.622604,157.006088
116.626678,240.41687,179.255127
228.82196,307.950745,499.348175
472.092651,425.467133,411.44754
494.968567,423.640503,268.768524
211.274933,297.569092,270.087524
417.779968,161.03978,114.0047
344.814362,265.837128,302.047363
442.473328,60.181808,247.144455
68.825668,153.49826,82.170914
87.109001,307.717163,426.002289
84.689148,369.141815,67.610176
375.243896,186.140961,483.822968
222.166031,99.802406,77.108047
458.922852,296.245636,289.52594
351.861694,106.315041,160.538437
445.02359,56.355488,403.072327
285.168396,35.18396,25.386801
367.851166,166.192703,34.657337
133.283539,293.600708,123.251335
482.806549,491.258972,129.579102
508.660461,377.581635,341.744568
178.873352,468.524994,175.557816
360.231812,137.497406,128.421768
235.090683,264.521729,349.439728
491.716064,56.94648,142.626251
383.468475,138.224487,69.448792
455.63913,78.987152,271.477081
460.533447,431.664734,80.153351
153.823059,84.286285,44.874508
400.417267,37.486202,99.208771
43.79697,49.477386,392.611755
437.052673,69.24585,142.383102
390.51355,444.805359,45.149776
483.25528,74.69841,26.621536
365.743073,457.671722,98.440979
295.914795,53.468971,220.666245
481.198456,227.686523,142.45372
489.229065,92.945076,117.058945
381.151337,373.371552,463.901917
202.486343,80.436897,0.118652
266.48941,435.710876,377.960327
52.749359,446.077911,205.681473
57.877613,376.170563,251.16748
413.901276,147.194168,117.068314
193.485092,403.455597,24.725561
346.875458,287.580872,377.791656
96.841248,312.718414,20.07122
319.496277,390.803375,205.344803
72.217377,264.481812,173.506714
346.167358,201.653351,98.719955
450.651947,501.672821,320.256409
266.390991,150.428497,264.457306
9.303422,58.642136,211.886948
116.760277,425.971954,201.377304
387.906097,3.114526,90.915817
247.581253,268.239624,314.116486
243.169388,47.149014,167.6008
30.662933,127.291565,150.976883
328.355316,281.443878,436.44693
255.226059,208.758835,156.459473
355.44165,263.383392,186.226105
31.190456,423.949219,36.229145
318.198395,80.031151,302.174194
223.254074,448.985382,252.164673
80.386673,198.805908,326.119415
148.861832,85.313461,488.632202
145.979813,116.73687,223.841324
310.671478,32.63636,84.510429
197.70137,289.823151,367.036102
330.86145,428.872253,150.236191
447.784363,417.070038,69.007393
236.458984,228.175446,471.793335
164.777863,364.392761,358.184174
321.443176,188.141403,329.264618
142.322357,71.928696,224.151123
400.684479,50.054192,479.166931
386.928192,373.370148,377.642456
153.39801,33.895546,90.737175
411.819733,320.412628,403.01532
83.781937,135.407059,66.745987
99.391006,296.534454,485.36676
71.125664,378.458282,12.443481
459.418823,42.774376,193.129883
219.491623,232.660522,496.26062
404.184631,465.52298,396.589966
238.802277,166.991547,347.825989
399.921204,240.336716,476.232483
380.419373,112.45121,58.394569
404.504791,130.107178,343.817566
179.377731,510.285126,130.667618
133.742767,321.836243,475.922943
387.524323,130.332214,355.497498
16.458399,26.621759,365.374756
498.020203,269.167694,30.582819
343.193573,334.337341,237.22464
346.35144,116.310432,467.641235
312.801422,52.988529,279.400238
510.246216,317.216675,202.292816
206.065857,378.46344,482.926636
335.110962,258.608948,286.799225
277.198853,128.480209,489.687805
367.24649,265.324402,236.76326
177.087219,59.992741,49.041203
297.662476,130.203094,397.316528
65.661392,79.279892,127.063438
49.752075,35.500111,467.635895
12.15104,357.853302,224.524445
72.039322,377.622894,473.419495
494.343842,241.995209,140.670486
164.711914,141.067642,73.525856
85.284958,78.260101,11.466336
124.938148,63.809536,203.011627
392.773804,172.217163,179.793945
225.021393,94.422035,240.017807
74.95507,274.334625,360.518188
260.456024,175.036514,335.239594
265.355835,328.903809,31.459167
247.235443,25.224106,66.737686
81.277786,427.769653,105.58091
260.492188,361.951691,297.114777
376.256653,159.808716,248.462601
117.186737,326.00943,84.480194
466.855804,266.311462,162.483719
0.388722,37.85643,269.234802
275.973541,487.62027,208.576431
186.989822,33.566906,446.400116
163.902832,10.310193,414.193024
279.884155,252.899872,300.278076
86.143791,456.451385,444.855591
265.740479,255.285446,252.599457
47.306244,235.007324,200.703903
295.110321,117.455467,22.749109
182.271408,456.867279,241.999435
265.569916,93.306564,277.649719
240.496094,413.119843,19.7824
32.555874,246.281387,187.799438
306.86853,403.908112,318.501801
405.873108,358.895508,105.127739
378.975494,73.686974,348.534912
398.120758,353.623505,432.791229
445.174194,114.179817,205.963486
147.477463,23.191208,100.269913
128.314011,251.468506,405.752472
207.918365,228.466888,53.820915
72.529228,25.761728,113.305084
473.284027,432.48526,246.760529
354.278198,105.840652,449.837402
228.64949,341.759491,146.828629
395.109741,287.303406,317.406219
5.872582,340.720093,449.337311
46.591007,283.961823,178.336853
419.697174,9.470839,96.213043
47.62455,187.417465,359.633301
342.859009,348.151031,307.159241
429.944214,359.948151,129.3311
256.21347,11.697685,31.343018
474.934998,129.829498,331.699249
411.967499,414.891144,276.758881
339.981018,392.986053,137.233521
4.196822,322.029388,41.604286
418.204376,358.397339,65.773026
303.564545,279.471283,160.924835
192.878494,414.481415,183.87709
509.509033,500.542999,378.58847
245.128601,7.296694,355.541901
243.77533,11.748296,162.319321
256.120483,356.26889,312.564514
276.067902,330.92157,349.391541
348.153107,32.350349,6.691887
0.081244,97.902061,419.82663
160.918396,376.043457,6.62954
287.345306,256.916779,445.113831
291.752411,309.895386,278.921173
311.611084,206.147964,448.753204
419.339294,494.567963,490.811737
403.256042,24.825905,57.251774
479.856903,423.286407,209.537033
275.434998,98.25647,418.701172
281.726776,173.116318,389.064819
242.801849,290.219879,315.986328
246.143463,304.368439,316.174744
129.430344,302.076172,120.619316
491.554047,465.088928,311.491638
231.3302,264.982849,485.979004
384.131683,418.491058,386.585022
344.312805,410.992676,77.304115
242.624451,47.359005,23.863871
253.463516,420.766571,198.317703
193.81189,33.924049,448.04361
243.996658,14.204773,424.400177
376.616699,270.840149,357.59082
510.476562,168.570541,245.827332
99.956093,322.759735,166.895264
198.746979,159.701096,95.728592
359.517487,403.501312,168.690735
268.469147,503.941315,283.039398
437.255859,57.22937,59.128666
501.40686,26.523788,304.087921
141.69725,310.960632,45.480709
301.265533,141.026993,381.786713
123.672874,46.494156,343.459717
292.837616,315.983826,269.242126
462.890533,270.676331,83.3377
273.982086,426.651611,139.743225
422.134949,301.696442,53.818771
506.709595,317.940216,48.869949
161.94458,294.86734,436.206879
177.045914,7.48349,63.814041
84.936371,384.595184,102.326546
494.887695,318.784363,277.491119
509.565887,326.089752,291.193604
440.265411,366.228668,145.317337
488.024536,449.519073,207.180801
388.725525,335.522766,23.246769
412.737793,225.198288,170.95752
245.769089,377.327789,335.3526
97.449707,93.126511,508.136658
196.548538,251.474869,470.337616
220.116837,219.06395,447.915497
483.372314,492.856506,173.721268
105.829407,310.798828,256.893799
260.52179,88.470474,68.570152
401.517609,50.059116,91.245071
362.064606,86.43895,507.726715
9.817728,218.359634,481.679779
224.875168,65.263535,132.363434
348.43634,100.537369,486.016235
408.039062,480.310852,435.979248
137.86055,7.446061,182.113632
286.590851,461.426178,379.938354
105.408333,442.569733,447.933167
252.974991,506.852692,418.316498
114.457787,442.02652,465.520111
356.983521,443.339172,170.564819
489.995605,40.509605,358.431549
447.739502,402.147797,354.724487
107.278648,366.199554,338.498718
373.601868,105.391098,58.396904
447.249023,475.677399,104.061302
272.744598,280.274689,312.745819
135.022766,340.9646,159.124634
169.580307,174.115189,211.520462
309.285156,400.167236,408.338043
355.031677,112.758125,439.315216
208.885864,316.187439,277.039276
311.154297,329.561584,160.199509
142.309418,10.586535,482.575836
366.370087,28.045122,208.164444
313.417542,128.98999,66.764267
27.926725,319.685394,260.879059
161.428757,358.434296,69.880959
79.441872,193.877518,452.637085
104.180939,486.676636,226.918579
142.813278,35.008217,485.356262
413.070923,468.225159,491.06424
60.415493,165.167542,310.599335
207.136002,461.232056,102.115715
463.553986,1.408152,500.546509
421.389893,158.321686,484.366241
49.40781,238.467316,310.687958
258.886261,310.434235,270.401337
53.553288,489.516968,112.140556
511.93222,467.486542,267.324005
11.080246,276.372131,13.450809
202.390289,328.93927,462.480896
144.564545,335.201874,454.317505
35.185108,482.956299,4.927229
54.045277,331.204865,30.190596
4.419055,476.351562,289.664551
152.781143,57.127209,426.56366
367.586487,241.36998,141.051971
163.651367,104.539772,274.207306
475.327057,215.084274,381.585602
354.441742,151.211609,85.25415
7.228431,315.582031,276.104004
244.103745,291.063568,235.927963
342.142456,375.385193,446.543457
87.873985,203.957809,156.169342
380.622559,463.921173,487.243347
47.594193,370.851288,161.561066
83.80127,477.415344,213.447739
423.836273,500.1875,296.842072
254.284592,57.320011,384.664337
208.309631,23.800398,269.283417
330.27182,285.849609,374.998413
27.494148,396.762268,339.907166
20.90312,286.084717,50.104065
222.003876,79.206467,124.292526
376.285919,177.15625,197.840179
337.48111,47.893444,239.911087
508.52066,187.373947,221.823395
20.516768,163.401642,353.503723
349.000061,305.921204,224.696747
465.574219,490.251587,154.163956
443.475281,41.672276,38.270832
233.109009,491.291321,42.449341
98.944359,465.551056,286.147736
351.127319,378.014679,281.471008
511.206451,274.612579,231.254318
461.511627,180.79039,510.759735
123.793091,101.132339,511.09375
234.709579,494.997498,4.08467
66.728989,290.30191,274.651215
124.689056,39.413696,471.434814
14.362971,278.554596,145.121811
462.778351,475.055634,111.286636
218.161926,147.26619,312.857269
501.177826,151.025345,363.76358
88.807983,220.043884,153.695694
463.806213,344.522858,217.854355
268.921326,115.581184,428.759674
373.936035,3.122344,449.79953
59.828075,476.853119,307.9328
8.535235,432.543121,366.789337
454.306824,174.710709,309.349243
169.339844,365.361877,39.974155
376.192261,134.474594,210.841309
402.572784,38.706905,9.459119
492.00351,134.310547,416.043274
259.622345,489.252899,510.696472
10.337079,138.988144,327.012451
366.673492,315.800415,463.197235
366.646332,334.29187,349.125793
384.010803,89.76825,80.349258
40.140781,247.662796,108.218102
223.706909,272.95636,462.743134
12.997653,204.338654,367.922485
356.04541,351.223785,427.633881
480.984558,212.025574,346.343262
62.634174,125.107605,448.35611
124.970222,453.764771,19.507889
391.658264,457.362488,227.769699
363.902252,466.094666,424.48288
163.625198,163.260986,102.325966
107.179832,11.342693,80.45208
21.640528,418.555267,212.923706
152.57814,347.737183,39.582458
148.668411,34.876869,282.767517
141.118195,116.724724,262.532867
50.25499,232.050491,201.902466
141.525711,73.12278,222.241898
361.809326,340.369629,112.953804
237.572144,35.7901,330.333496
484.635895,467.79361,473.971222
376.013306,144.519775,328.574982
70.740219,321.593353,40.767731
197.099228,264.911713,151.025986
462.388885,231.809189,10.648375
487.493408,422.712158,111.392532
8.755828,178.856583,58.863758
41.237663,424.507324,223.637054
39.262356,304.82486,131.405548
378.356812,122.867081,191.242798
89.241592,113.200394,371.329498
414.512482,231.20282,476.63324
497.27179,182.367752,101.650024
391.40744,450.861328,281.633484
76.362984,148.329651,145.070496
389.202942,480.645416,477.783203
129.8004,487.331177,73.340485
